IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
156228732,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,12:55,PARK,NONE,1200 Block of 7TH AV,-122.4641968,37.76549938,(37.7654993817453/ -122.464196791766),1.56E+13
150813137,ROBBERY,ROBBERY OF A BANK WITH BODILY FORCE,Wednesday,9/16/2015,12:55,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4639021,37.78301893,(37.7830189318905/ -122.463902072852),1.51E+13
150813115,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Wednesday,9/16/2015,12:52,BAYVIEW,ARREST/ BOOKED,BAY SHORE BL / CARROLL AV,-122.403403,37.73065883,(37.730658826685/ -122.403402998592),1.51E+13
150813115,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Wednesday,9/16/2015,12:52,BAYVIEW,ARREST/ BOOKED,BAY SHORE BL / CARROLL AV,-122.403403,37.73065883,(37.730658826685/ -122.403402998592),1.51E+13
150813115,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,9/16/2015,12:52,BAYVIEW,ARREST/ BOOKED,BAY SHORE BL / CARROLL AV,-122.403403,37.73065883,(37.730658826685/ -122.403402998592),1.51E+13
150813159,MISSING PERSON,FOUND PERSON,Wednesday,9/16/2015,12:48,SOUTHERN,JUVENILE BOOKED,1000 Block of MARKET ST,-122.4110714,37.78175113,(37.7817511307229/ -122.411071423064),1.51E+13
150813159,ROBBERY,ROBBERY/ BODILY FORCE,Wednesday,9/16/2015,12:48,SOUTHERN,JUVENILE BOOKED,1000 Block of MARKET ST,-122.4110714,37.78175113,(37.7817511307229/ -122.411071423064),1.51E+13
150813159,OTHER OFFENSES,RESISTING ARREST,Wednesday,9/16/2015,12:48,SOUTHERN,JUVENILE BOOKED,1000 Block of MARKET ST,-122.4110714,37.78175113,(37.7817511307229/ -122.411071423064),1.51E+13
150813080,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,9/16/2015,12:37,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977,(37.7339497680852/ -122.489713969124),1.51E+13
150813717,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Wednesday,9/16/2015,12:37,CENTRAL,NONE,0 Block of DRUMM ST,-122.3965564,37.79411691,(37.7941169057941/ -122.396556426173),1.51E+13
156228629,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,12:30,NORTHERN,NONE,STEINER ST / GROVE ST,-122.4330299,37.7765502,(37.7765501954051/ -122.433029915448),1.56E+13
156231218,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,12:30,RICHMOND,NONE,700 Block of 39TH AV,-122.4994546,37.7746633,(37.7746633006889/ -122.499454618366),1.56E+13
150813024,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,12:20,MISSION,ARREST/ BOOKED,600 Block of HAMPSHIRE ST,-122.4081932,37.761222,(37.7612219961352/ -122.408193156242),1.51E+13
150813024,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,9/16/2015,12:20,MISSION,ARREST/ BOOKED,600 Block of HAMPSHIRE ST,-122.4081932,37.761222,(37.7612219961352/ -122.408193156242),1.51E+13
150814038,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,12:00,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886,(37.8065688614525/ -122.406429633461),1.51E+13
156229702,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,12:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.56E+13
150819862,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,9/16/2015,12:00,CENTRAL,NONE,100 Block of GRANT AV,-122.4050208,37.7880208,(37.7880208011824/ -122.40502080789),1.51E+13
150835761,FORGERY/COUNTERFEITING,CHECKS/ MAKE OR PASS FICTITIOUS,Wednesday,9/16/2015,12:00,TARAVAL,NONE,1900 Block of IRVING ST,-122.4787352,37.76343579,(37.7634357910996/ -122.478735159794),1.51E+13
150813030,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,9/16/2015,11:45,CENTRAL,NONE,100 Block of MONTGOMERY ST,-122.4023552,37.79050394,(37.790503938715/ -122.402355166615),1.51E+13
150813096,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,11:30,TARAVAL,NONE,EUCALYPTUS DR / 26TH AV,-122.4817857,37.73116841,(37.7311684073402/ -122.481785736272),1.51E+13
156229655,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,11:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.56E+13
150812872,BURGLARY,BURGLARY/STORE UNDER CONSTRUCTION/ UNLAWFUL ENTRY,Wednesday,9/16/2015,11:20,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707,(37.8096707013239/ -122.365565425353),1.51E+13
150813494,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,11:15,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893),1.51E+13
150812957,OTHER OFFENSES,VIOLATION OF PARK CODE,Wednesday,9/16/2015,11:14,PARK,ARREST/ BOOKED,200 Block of JOHNFKENNEDY DR,-122.460621,37.77159836,(37.771598359867/ -122.460621022754),1.51E+13
150812957,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,9/16/2015,11:14,PARK,ARREST/ BOOKED,200 Block of JOHNFKENNEDY DR,-122.460621,37.77159836,(37.771598359867/ -122.460621022754),1.51E+13
150812957,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,11:14,PARK,ARREST/ BOOKED,200 Block of JOHNFKENNEDY DR,-122.460621,37.77159836,(37.771598359867/ -122.460621022754),1.51E+13
150812753,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,11:01,TARAVAL,ARREST/ BOOKED,SUNSET BL / TARAVAL ST,-122.4944403,37.74222297,(37.7422229731464/ -122.49444031319),1.51E+13
150812866,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,9/16/2015,11:01,TARAVAL,ARREST/ BOOKED,1100 Block of OCEAN AV,-122.4556159,37.72385901,(37.7238590120011/ -122.455615861538),1.51E+13
150812866,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,9/16/2015,11:01,TARAVAL,ARREST/ BOOKED,1100 Block of OCEAN AV,-122.4556159,37.72385901,(37.7238590120011/ -122.455615861538),1.51E+13
150812866,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,11:01,TARAVAL,ARREST/ BOOKED,1100 Block of OCEAN AV,-122.4556159,37.72385901,(37.7238590120011/ -122.455615861538),1.51E+13
156230345,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,11:00,NORTHERN,NONE,POLK ST / POST ST,-122.4199301,37.78682621,(37.7868262082156/ -122.419930111611),1.56E+13
150813018,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,11:00,CENTRAL,NONE,100 Block of BAY ST,-122.4098882,37.80602553,(37.8060255339956/ -122.409888227377),1.51E+13
156231042,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,10:50,CENTRAL,NONE,BUSH ST / STOCKTON ST,-122.4071522,37.79036558,(37.7903655795398/ -122.407152172242),1.56E+13
150812703,TRESPASS,TRESPASSING,Wednesday,9/16/2015,10:42,TENDERLOIN,ARREST/ BOOKED,0 Block of GROVE ST,-122.4156425,37.77883232,(37.7788323158792/ -122.415642487855),1.51E+13
150812703,OTHER OFFENSES,RESISTING ARREST,Wednesday,9/16/2015,10:42,TENDERLOIN,ARREST/ BOOKED,0 Block of GROVE ST,-122.4156425,37.77883232,(37.7788323158792/ -122.415642487855),1.51E+13
150813290,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,10:30,RICHMOND,NONE,1100 Block of 9TH AV,-122.4665044,37.76620143,(37.7662014296859/ -122.466504397113),1.51E+13
150812850,STOLEN PROPERTY,STOLEN PROPERTY/ POSSESSION WITH KNOWLEDGE/ RECEIVING,Wednesday,9/16/2015,10:25,SOUTHERN,ARREST/ BOOKED,500 Block of STEVENSON ST,-122.4108918,37.78090977,(37.7809097652868/ -122.410891754793),1.51E+13
150812850,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,9/16/2015,10:25,SOUTHERN,ARREST/ BOOKED,500 Block of STEVENSON ST,-122.4108918,37.78090977,(37.7809097652868/ -122.410891754793),1.51E+13
150812656,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,9/16/2015,10:21,NORTHERN,NONE,1000 Block of VANNESS AV,-122.4210923,37.78499964,(37.7849996426672/ -122.421092281879),1.51E+13
150812684,ASSAULT,THREATS AGAINST LIFE,Wednesday,9/16/2015,10:20,MISSION,NONE,26TH ST / SOUTH VAN NESS AV,-122.4159543,37.74917296,(37.7491729638325/ -122.415954301518),1.51E+13
150814652,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,9/16/2015,10:15,BAYVIEW,NONE,ARKANSAS ST / 17TH ST,-122.3987054,37.76501339,(37.765013394552/ -122.398705442404),1.51E+13
150812628,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,10:13,MISSION,ARREST/ BOOKED,900 Block of POTRERO AV,-122.4068704,37.75728959,(37.7572895904578/ -122.406870402082),1.51E+13
150812640,STOLEN PROPERTY,STOLEN PROPERTY/ POSSESSION WITH KNOWLEDGE/ RECEIVING,Wednesday,9/16/2015,10:00,TARAVAL,NONE,0 Block of WESTPORTAL AV,-122.4664486,37.74033299,(37.7403329886376/ -122.466448582438),1.51E+13
156228613,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,10:00,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334,(37.7843533426568/ -122.432914603494),1.56E+13
150812640,FORGERY/COUNTERFEITING,CHECKS OR LEGAL INSTRUMENTS/ UTTERING FORGED,Wednesday,9/16/2015,10:00,TARAVAL,NONE,0 Block of WESTPORTAL AV,-122.4664486,37.74033299,(37.7403329886376/ -122.466448582438),1.51E+13
150812822,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,10:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893),1.51E+13
150812640,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Wednesday,9/16/2015,10:00,TARAVAL,NONE,0 Block of WESTPORTAL AV,-122.4664486,37.74033299,(37.7403329886376/ -122.466448582438),1.51E+13
159005155,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,9/16/2015,9:55,TARAVAL,NONE,20TH AV / WINSTON DR,-122.4760394,37.72694944,(37.7269494355268/ -122.476039359733),1.59E+13
159005155,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,9:55,TARAVAL,NONE,20TH AV / WINSTON DR,-122.4760394,37.72694944,(37.7269494355268/ -122.476039359733),1.59E+13
150812537,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,9:55,SOUTHERN,ARREST/ BOOKED,300 Block of 10TH ST,-122.4123117,37.77248116,(37.7724811636038/ -122.412311666664),1.51E+13
150812612,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,9/16/2015,9:52,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150812612,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Wednesday,9/16/2015,9:52,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150812587,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,9/16/2015,9:45,NORTHERN,NONE,WEBSTER ST / GEARY BL,-122.4312069,37.78456812,(37.7845681170336/ -122.431206932079),1.51E+13
150812587,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,9/16/2015,9:45,NORTHERN,NONE,WEBSTER ST / GEARY BL,-122.4312069,37.78456812,(37.7845681170336/ -122.431206932079),1.51E+13
150819721,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,9/16/2015,9:43,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707,(37.8096707013239/ -122.365565425353),1.51E+13
150814016,ASSAULT,BATTERY,Wednesday,9/16/2015,9:30,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831,(37.784828309361/ -122.403971269057),1.51E+13
150812424,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,9:25,SOUTHERN,ARREST/ CITED,TOWNSEND ST / 5TH ST,-122.3972078,37.77533291,(37.7753329097568/ -122.397207764774),1.51E+13
150812496,ASSAULT,BATTERY,Wednesday,9/16/2015,9:25,CENTRAL,NONE,1800 Block of GRANT AV,-122.4082639,37.80367069,(37.8036706940385/ -122.40826390843),1.51E+13
150812496,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM OF VEHICLES,Wednesday,9/16/2015,9:25,CENTRAL,NONE,1800 Block of GRANT AV,-122.4082639,37.80367069,(37.8036706940385/ -122.40826390843),1.51E+13
150812474,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,9:23,MISSION,ARREST/ BOOKED,1700 Block of MISSION ST,-122.4198769,37.76957975,(37.7695797471896/ -122.419876917134),1.51E+13
150812521,TRESPASS,TRESPASSING,Wednesday,9/16/2015,9:17,SOUTHERN,ARREST/ BOOKED,0 Block of ESSEX ST,-122.3950625,37.78599306,(37.7859930647181/ -122.395062469002),1.51E+13
150813723,BURGLARY,BURGLARY OF RESIDENCE/ FORCIBLE ENTRY,Wednesday,9/16/2015,9:15,TARAVAL,NONE,0 Block of LENOX WY,-122.4648818,37.74300928,(37.7430092774714/ -122.464881819411),1.51E+13
150812399,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,9/16/2015,9:05,TENDERLOIN,NONE,100 Block of JONES ST,-122.4122498,37.78255633,(37.782556330202/ -122.412249767634),1.51E+13
150812399,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Wednesday,9/16/2015,9:05,TENDERLOIN,NONE,100 Block of JONES ST,-122.4122498,37.78255633,(37.782556330202/ -122.412249767634),1.51E+13
150812731,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,9:01,CENTRAL,NONE,900 Block of POST ST,-122.4176413,37.78717353,(37.7871735250079/ -122.417641342653),1.51E+13
156230890,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,9:00,SOUTHERN,NONE,FOLSOM ST / 8TH ST,-122.4100658,37.77499068,(37.7749906792593/ -122.410065781604),1.56E+13
156229677,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,9:00,PARK,NONE,2300 Block of GEARY BL,-122.4420274,37.78311156,(37.783111556712/ -122.442027369265),1.56E+13
156230414,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,9:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.56E+13
150816363,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,9/16/2015,9:00,INGLESIDE,NONE,800 Block of DETROIT ST,-122.4442594,37.73419238,(37.7341923795009/ -122.444259377346),1.51E+13
150812311,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,9/16/2015,8:38,INGLESIDE,ARREST/ BOOKED,POWHATTAN AV / BRADFORD ST,-122.4095011,37.74131712,(37.7413171190057/ -122.409501140266),1.51E+13
156228447,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Wednesday,9/16/2015,8:35,SOUTHERN,NONE,300 Block of 9TH ST,-122.410832,37.77321713,(37.7732171278196/ -122.410832033935),1.56E+13
150812333,NON-CRIMINAL,CIVIL SIDEWALKS/ CITATION,Wednesday,9/16/2015,8:33,PARK,ARREST/ BOOKED,1200 Block of MASONIC AV,-122.445182,37.76973596,(37.7697359624151/ -122.445181952651),1.51E+13
150812383,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,9/16/2015,8:30,NORTHERN,NONE,800 Block of VANNESS AV,-122.4210935,37.78358102,(37.7835810166163/ -122.421093505078),1.51E+13
150826196,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,9/16/2015,8:30,TARAVAL,NONE,200 Block of WINSTON DR,-122.4779767,37.72693464,(37.7269346350353/ -122.477976682169),1.51E+13
150813325,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,9/16/2015,8:27,TARAVAL,NONE,100 Block of VICTORIA ST,-122.4652245,37.71361595,(37.7136159454443/ -122.465224536475),1.51E+13
150813193,TRESPASS,TRESPASSING,Wednesday,9/16/2015,8:07,CENTRAL,ARREST/ BOOKED,0 Block of KEARNY ST,-122.4035355,37.78782448,(37.7878244847404/ -122.403535460378),1.51E+13
150818682,FORGERY/COUNTERFEITING,CHECKS OR LEGAL INSTRUMENTS/ UTTERING FORGED,Wednesday,9/16/2015,8:00,BAYVIEW,NONE,1600 Block of PALOU AV,-122.3919294,37.7344911,(37.7344910991058/ -122.39192940892),1.51E+13
150812286,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,9/16/2015,8:00,BAYVIEW,ARREST/ BOOKED,MCKINNON AV / NEWHALL ST,-122.3910903,37.73690857,(37.7369085657287/ -122.391090325597),1.51E+13
150812286,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,9/16/2015,8:00,BAYVIEW,ARREST/ BOOKED,MCKINNON AV / NEWHALL ST,-122.3910903,37.73690857,(37.7369085657287/ -122.391090325597),1.51E+13
150812286,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,9/16/2015,8:00,BAYVIEW,ARREST/ BOOKED,MCKINNON AV / NEWHALL ST,-122.3910903,37.73690857,(37.7369085657287/ -122.391090325597),1.51E+13
150812565,NON-CRIMINAL,AIDED CASE,Wednesday,9/16/2015,8:00,PARK,UNFOUNDED,1600 Block of TURK ST,-122.436275,37.78002473,(37.7800247331065/ -122.436274979481),1.51E+13
150814414,NON-CRIMINAL,DEATH REPORT/ CAUSE UNKNOWN,Wednesday,9/16/2015,8:00,CENTRAL,NONE,700 Block of NORTHPOINT ST,-122.4195705,37.80587809,(37.8058780896194/ -122.419570516564),1.51E+13
150816799,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,9/16/2015,8:00,PARK,NONE,1300 Block of PIERCE ST,-122.4359764,37.78239781,(37.7823978123969/ -122.435976420716),1.51E+13
150820449,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,8:00,INGLESIDE,NONE,200 Block of DESMOND ST,-122.4064789,37.70877622,(37.7087762178548/ -122.406478914823),1.51E+13
150812418,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Wednesday,9/16/2015,7:45,BAYVIEW,ARREST/ BOOKED,REVERE AV / SELBY ST,-122.4013733,37.73802471,(37.7380247131318/ -122.401373325947),1.51E+13
150812418,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,9/16/2015,7:45,BAYVIEW,ARREST/ BOOKED,REVERE AV / SELBY ST,-122.4013733,37.73802471,(37.7380247131318/ -122.401373325947),1.51E+13
150812418,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,7:45,BAYVIEW,ARREST/ BOOKED,REVERE AV / SELBY ST,-122.4013733,37.73802471,(37.7380247131318/ -122.401373325947),1.51E+13
150812220,NON-CRIMINAL,CIVIL SIDEWALKS/ WARNING,Wednesday,9/16/2015,7:33,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977,(37.7890397716649/ -122.401833062479),1.51E+13
150819486,ASSAULT,BATTERY,Wednesday,9/16/2015,7:20,SOUTHERN,NONE,400 Block of MARKET ST,-122.3986233,37.79128635,(37.7912863462309/ -122.398623347456),1.51E+13
150819486,ASSAULT,FALSE IMPRISONMENT,Wednesday,9/16/2015,7:20,SOUTHERN,NONE,400 Block of MARKET ST,-122.3986233,37.79128635,(37.7912863462309/ -122.398623347456),1.51E+13
150814624,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,9/16/2015,7:12,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,-122.3949859,37.77709095,(37.7770909534023/ -122.394985875925),1.51E+13
150812214,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,9/16/2015,7:10,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.4058325,37.78574465,(37.7857446545609/ -122.405832474482),1.51E+13
150818046,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,9/16/2015,7:00,RICHMOND,NONE,2100 Block of BRODERICK ST,-122.4424988,37.79011835,(37.7901183495566/ -122.44249875978),1.51E+13
150821005,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,9/16/2015,7:00,TARAVAL,NONE,1800 Block of 22ND AV,-122.4795521,37.75315177,(37.753151769181/ -122.479552078957),1.51E+13
150812844,ASSAULT,BATTERY WITH SERIOUS INJURIES,Wednesday,9/16/2015,6:50,NORTHERN,NONE,POST ST / AVERY ST,-122.4339087,37.78504575,(37.7850457465857/ -122.433908671974),1.51E+13
150812208,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Wednesday,9/16/2015,6:40,MISSION,ARREST/ BOOKED,300 Block of POTRERO AV,-122.4075449,37.7651193,(37.7651192951994/ -122.407544906452),1.51E+13
150812208,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,9/16/2015,6:40,MISSION,ARREST/ BOOKED,300 Block of POTRERO AV,-122.4075449,37.7651193,(37.7651192951994/ -122.407544906452),1.51E+13
150816090,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,9/16/2015,6:30,BAYVIEW,NONE,GALVEZ AV / SELBY ST,-122.3951753,37.74491063,(37.7449106281886/ -122.395175272523),1.51E+13
150814903,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Wednesday,9/16/2015,6:30,SOUTHERN,NONE,500 Block of MINNA ST,-122.4087707,37.7801357,(37.7801357011746/ -122.40877066526),1.51E+13
150814903,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,9/16/2015,6:30,SOUTHERN,NONE,500 Block of MINNA ST,-122.4087707,37.7801357,(37.7801357011746/ -122.40877066526),1.51E+13
150812151,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,9/16/2015,6:05,SOUTHERN,NONE,MAIN ST / MISSION ST,-122.3949435,37.79184247,(37.7918424690001/ -122.394943493875),1.51E+13
150812151,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Wednesday,9/16/2015,6:05,SOUTHERN,NONE,MAIN ST / MISSION ST,-122.3949435,37.79184247,(37.7918424690001/ -122.394943493875),1.51E+13
150813347,SEX OFFENSES/ FORCIBLE,SEXUAL BATTERY,Wednesday,9/16/2015,5:45,NORTHERN,NONE,1700 Block of POST ST,-122.4306001,37.78552072,(37.7855207172313/ -122.430600096373),1.51E+13
150812139,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Wednesday,9/16/2015,5:08,SOUTHERN,NONE,6TH ST / MISSION ST,-122.4087106,37.78097067,(37.7809706722053/ -122.408710606663),1.51E+13
150812468,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,9/16/2015,4:47,MISSION,NONE,500 Block of CAPP ST,-122.4179558,37.75788012,(37.7578801214437/ -122.417955821717),1.51E+13
150812468,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Wednesday,9/16/2015,4:47,MISSION,NONE,500 Block of CAPP ST,-122.4179558,37.75788012,(37.7578801214437/ -122.417955821717),1.51E+13
150812145,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Wednesday,9/16/2015,4:45,BAYVIEW,NONE,1500 Block of KIRKWOOD AV,-122.3887989,37.73757558,(37.7375755833256/ -122.388798895151),1.51E+13
150812101,BURGLARY,BURGLARY/ ATTEMPTED FORCIBLE ENTRY,Wednesday,9/16/2015,4:31,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.3916864,37.77976889,(37.7797688910306/ -122.391686434361),1.51E+13
150813331,BURGLARY,BURGLARY/STORE UNDER CONSTRUCTION/ FORCIBLE ENTRY,Wednesday,9/16/2015,4:25,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.3916864,37.77976889,(37.7797688910306/ -122.391686434361),1.51E+13
150812117,VANDALISM,MALICIOUS MISCHIEF/ GRAFFITI,Wednesday,9/16/2015,4:00,SOUTHERN,NONE,800 Block of HOWARD ST,-122.4037933,37.78232359,(37.7823235897616/ -122.403793259489),1.51E+13
150812678,BURGLARY,BURGLARY/ HOT PROWL/ UNLAWFUL ENTRY,Wednesday,9/16/2015,4:00,CENTRAL,NONE,1200 Block of WASHINGTON ST,-122.4138561,37.7942674,(37.7942674004219/ -122.413856144893),1.51E+13
150812678,BURGLARY,BURGLARY/ UNLAWFUL ENTRY,Wednesday,9/16/2015,4:00,CENTRAL,NONE,1200 Block of WASHINGTON ST,-122.4138561,37.7942674,(37.7942674004219/ -122.413856144893),1.51E+13
150812123,BURGLARY,BURGLARY/STORE UNDER CONSTRUCTION/ FORCIBLE ENTRY,Wednesday,9/16/2015,3:40,RICHMOND,NONE,0 Block of PARKER AV,-122.4547637,37.78511259,(37.7851125900441/ -122.454763723752),1.51E+13
150812098,BURGLARY,BURGLARY/STORE UNDER CONSTRUCTION/ ATT. FORCIBLE,Wednesday,9/16/2015,3:30,SOUTHERN,NONE,100 Block of 2ND ST,-122.3984595,37.78701823,(37.7870182250653/ -122.398459512809),1.51E+13
150812098,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,3:30,SOUTHERN,NONE,100 Block of 2ND ST,-122.3984595,37.78701823,(37.7870182250653/ -122.398459512809),1.51E+13
150812076,ASSAULT,BATTERY,Wednesday,9/16/2015,2:55,TENDERLOIN,NONE,400 Block of JONES ST,-122.4128571,37.78558044,(37.7855804361702/ -122.412857126524),1.51E+13
150812060,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,2:53,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,(37.7650501214668/ -122.419671780296),1.51E+13
150812236,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,2:30,SOUTHERN,NONE,11TH ST / MISSION ST,-122.4171049,37.77432429,(37.7743242867908/ -122.417104895556),1.51E+13
150814561,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,9/16/2015,2:21,MISSION,NONE,3100 Block of 16TH ST,-122.4236225,37.76475739,(37.7647573853335/ -122.423622537404),1.51E+13
